issue,Gambit_Costume,Gambit_Non-Costume,Magneto_Costume,Magneto_Non-Costume,Nightcrawler_Costume,Nightcrawler_Non-Costume,Storm_Costume,Storm_Non-Costume,Wolverine_Costume,Wolverine_Non-Costume
207,-1.8151483956030422e-6,-6.240839168744146e-8,2.466637004736472,1.7840701149036076,9.700646019058464,1.893339379584917,17.830387956251077,1.348036081834504,11.271850990230254,12.009344955525892
208,-2.120401371721492e-6,-7.484081951321044e-8,2.4407804139082594,1.7648031734564325,8.400241310275288,2.1476849751700735,19.459023650250604,1.3872442515680015,13.642584027371704,10.865462682087276
209,-2.229712955236728e-6,-8.155786558968784e-8,2.761822740716954,1.8517717081119451,7.210991140488546,2.3176951942544144,21.192584279987464,2.016715393903161,16.061877676968805,9.903258546409406
210,-1.991529358544953e-6,-7.752335814294353e-8,3.331418517764576,1.9453026390843875,6.053191349600447,2.371325341138649,23.05596643467531,3.1536403816827683,18.28213983031005,9.267611701870841
211,-1.1893461562827668e-6,-5.5325505756729e-8,3.955914081753461,1.9700774485624317,4.887039855073817,2.2866133664017942,24.97043529707915,4.6194941762010595,19.959224372923355,8.892264367493906
212,4.182501609486464e-7,-6.555416404898778e-9,4.419496859189878,1.8877844305431744,3.706704410658796,2.0589846500006947,26.801465107296554,6.218772241629743,20.75388663278525,8.648463553782474
213,3.1073588009301618e-6,7.880858473596217e-8,4.513026831695509,1.783784564282976,2.6023300376941845,1.7433316431251975,28.29499774120389,7.783767965198961,20.443041713427327,8.368612371522847
214,7.140151237255656e-6,2.1061841220854303e-7,4.108084553477474,1.7571105005836514,1.6706579320154697,1.4015432884507941,29.18636013866236,9.136184545656334,18.97135887197256,7.881830141108406
215,1.2688402308388949e-5,3.9643415663536047e-7,3.3924603139692566,1.8378088911695483,0.9388367198562202,1.0640274233625504,29.287951859693646,10.02756650476096,16.838364204354356,7.042944921078415
216,1.980894368576153e-5,6.403579198997564e-7,2.6022127038814746,2.026478539590656,0.40936956922920964,0.7529158453077242,28.554684464840253,10.323015822917462,14.643493270801926,5.792774611824546
217,2.8189231007806726e-5,9.349516728485853e-7,1.8502637838068443,2.274912855777017,0.055770384865880186,0.48871729727273266,27.43444489656728,10.412022992101125,12.830962649916955,4.390387743002
218,3.72191730761101e-5,1.2630865912832052e-6,1.2069239663084326,2.505724870107798,-0.1559858002191824,0.2879551617570399,26.3907855730052,10.735462267534757,11.755229516944523,3.1329941004890474
219,4.546786737786647e-5,1.5804108018595583e-6,0.695193601948363,2.5736114883786816,-0.26109017659766975,0.15283443377302916,25.45694543302329,11.41535444586065,11.566932415330157,2.152117865792267
220,5.0968164286609094e-5,1.8242603107948876e-6,0.32074475896596444,2.3669637087189614,-0.29315381926084855,0.08087550348896055,24.499023383659694,12.48541225566815,12.290980913253616,1.5260599343968804
221,5.0428737035615806e-5,1.8859456916970588e-6,0.06724643831031586,1.9768650231758778,-0.27830111729202034,0.06517872918367211,23.14487168388936,13.944969611915301,13.653187309631189,1.2859136620743536
